건축물명,건축물 위치,층수(지상_지하),조사년도,총발생량(톤),일평균발생량(톤/일),미사용_하수도방류(톤/일)
골든팰리스,"통일로16길 4-1(무악동 66-3 ,골든팰리스 )",8/4,2015,0.0,0.0,0.0
이재형,자하문로 246(부암동 155-14),,2015,269.0,1.49,1.49
㈜청하고려인삼,자하문로 280(부암동 182-1),6/2,2015,0.0,0.0,0.0
송파빌딩,오금로 81,,2015,18196.15,99.7,
㈜청하고려인삼,자하문로 280(부암동 182-1),6/2,2015,431.0,2.38,0.38
㈜청하고려인삼,자하문로 280(부암동 182-1),6/2,2015,0.0,0.0,0.0
오경자(학고재갤러리),삼청로 48-4(소격동 77),2/2,2015,0.0,0.0,0.0
금융감독원,효자로 11(통의동 35-53),4/2,2015,246.0,1.36,0.36
오피시아관리사무소,새문안로 92(신문로1가 163),24/8,2015,13.0,0.07,0.07
오피시아관리사무소,새문안로 92(신문로1가 163),24/8,2015,13.0,0.07,0.07
정부중앙청사빌딩,사직로 8길 60(도렴동 95-1),16/6,2015,0.0,0.0,0.0
정부중앙청사빌딩,사직로 8길 60(도렴동 95-1),16/6,2015,0.0,0.0,0.0
정부중앙청사빌딩,사직로 8길 60(도렴동 95-1),16/6,2015,470.0,2.6,2.6
정부중앙청사빌딩,사직로 8길 60(도렴동 95-1),16/6,2015,0.0,0.0,0.0
흥국생명보험㈜,새문안로 68(신문로 1가 226),9/3,2015,0.0,0.0,0.0
흥국생명보험㈜,새문안로 68(신문로 1가 226),9/3,2015,0.0,0.0,0.0
흥국생명보험㈜,새문안로 68(신문로 1가 226),9/3,2015,2.0,0.01,0.01
유병임,필운대로 9-2(필운동 108-1),,2015,151.0,0.83,0.83
서초동꽃마을지역복합시설,서초구 서초동 1501-1,22/7,2015,32933.0,178.0,172.0
건축현장(참빛교회),은천로 14,8/3,2015,,0.0,0.0
삼모더프라임타워,신원로 35,26/8,2015,,0.0,0.0
한라타운 아파트,난곡로 251,,2015,864.0,4.0,4.0
서울대학교 관정도서관,관악로 1,7/1,2015,90.0,0.0,0.0
일성트루엘 오피스텔,대학동 1523,11/4,2015,9417.0,51.0,51.0
광안빌딩(이수종),시흥대로 578,7/4,2015,21925.0,119.0,119.0
관악농협(하나로마트),조원동 1668-6,6/5,2015,0.0,0.0,0.0
르네상스쇼핑몰,신림동 1422-50,15/7,2015,1800.0,9.0,9.0
"가야위드안(남부중앙시장,여강시앤씨)",봉천로12길 39,10/4,2015,7740.0,42.0,42.0
플레이쉘(금호건설),신림동1433-1,/7,2015,4370.0,23.0,23.0
양지병원,남부순환로 1640,7/5,2015,1800.0,9.0,9.0
서울대역 마에스트로 (대화파트너스),남부순환로218길 1,20/3,2015,720.0,3.0,3.0
프라비다 Ⅱ(아이피비엠씨 대호IP),남부순환로218길 37,15/4,2015,616.0,3.0,3.0
관악구청,관악로 145,9/2,2015,4536.0,24.0,24.0
생모리츠타운지엠티(손창선),쑥고개로 100,11/4,2015,20824.0,113.0,113.0
쌍용건설(주),동자동37-85일원(동자8구역 도시환경정비사업현장,"A동30/7,  B동29/7",2015,10317.0,57.0,57.0
용산kcc웰츠타워,백범로90길 84-11,39/6,2015,2140.0,11.8,11.8
대아빌딩,한강대로77길15,12/2,2015,38.0,0.2,0.2
동부센트레빌 아스테리움서울,한강대로372 (D동),30-9,2015,433.0,2.3,2.3
동부센트레빌 아스테리움서울,"한강대로 372 동부센트레빌아스테리움서울 A,B,C동 관리실 (동자동 36-17 )",35-9,2015,29118.0,160.8,160.8
해밀톤호텔,이태원로 179  (이태원동 119-25 ) ,9/4,2015,1800.0,9.9,9.9
우림필유(아),이촌로29길 21-7  (한강로3가 91  ) 우림필유,12/1,2015,313.0,1.7,1.7
(재)원불교 서울교당,한강대로40가길 24  (한강로2가 55  ),10/4,2015,9072.0,50.1,50.1
삼성보라매옴니타워,서울시 동작구 보라매로5길 23,29/7,2015,4860.0,26.0,26.0
㈜메이트플러스,서울시 동작구 보라매로5길 35,25/7,2015,802.0,4.0,4.0
동작 상떼빌,서울시 동작구 신대방동 719,22~28/4,2015,39816.0,216.0,216.0
이수자이,서울시 동작구 사당로 300,24/7,2015,31014.0,168.0,168.0
교보생명,서울시 동작구 동작대로 59,10/7,2015,5101.0,27.0,27.0
삼성생명,서울시 동작구 동작대로 35,10/3,2015,87024.0,472.0,472.0
골드시네마타워,서울시 동작구 동작대로 89,15/7,2015,9000.0,48.0,48.0
중앙대학교 병원,서울시 동작구 흑석로 102,15/3,2015,245.0,1.0,1.0
중앙대학교,서울시 동작구 흑석로6길 61,,2015,3456.0,18.0,18.0
흑석 해가든,서울시 동작구 서달로 150,20/5,2015,3948.0,21.0,21.0
예사랑교회,서울시 동작구 장승배기로10가길 124,5/3,2015,3294.0,17.0,17.0
상도 두산 위브,서울시 동작구 상도동 529,18/2,2015,360.0,1.0,1.0
상도동 동원베네스트,서울시 동작구 상도동 528,13/2,2015,4470.0,24.0,24.0
박성용,서울시 동작구 상도로47길 4,6/2,2015,540.0,2.0,2.0
숭실대학교,서울시 동작구 사당로 50,6/2,2015,0.0,0.0,0.0
㈜노량진수산,서울시 동작구 노들로 688,6/2,2015,15968.0,86.0,86.0
(주)마스턴제3호메가프로젝트,서울특별시 동작구  노량진로 140,20/7,2015,97.0,0.0,0.0
상도엠코타운 애스톤파크,서울시 동작구 상도동 533,/5,2015,0.0,0.0,0.0
에이스고시원,서울특별시 동작구  노량진로22길 22,4/1,2015,0.0,0.0,0.0
아이에스 비즈타워동서㈜,서울특별시 영등포구 양평로21길26(양평동5가아이에스비즈타워빌딩),26/2,2015,4500.0,24.0,12.0
국제신탁㈜,서울특별시 영등포구 영등포동4가318-2(센트럴푸르지오시티),24/4,2015,208.0,1.0,0.3
LS네트웍스,한강대로 92  (한강로2가 191  ) ,28/4,2015,1453.0,7.0,0.0
삼성레미안아파트1단지상가,"서울특별시 영등포구 가마산로79길7(신길동,삼성레미안아파트1단지상가)",3/3,2015,359.0,1.0,1.0
에이스하이테크시티2,"서울특별시 영등포구 선유로13길25(문래6가,에이스하이테크시티2)",15/4,2015,548.0,2.0,1.6
보이스카웃연맹,서울특별시 영등포구 국회대로62길14(보이스카우트연맹회관),9/4,2015,960.0,5.0,3.5
에스트레뉴,"서울특별시 영등포구 국제금융로2길37(여의도동26,에스트레뉴빌딩)",36/7,2015,10590.0,57.0,53.5
KT여의도타워,"서울특별시 영등포구 여의대로14(여의도동28-2, KT여의도지점)",21/5,2015,13500.0,73.0,38.8
국회의사당,"서울특별시 영등포구 의사당대로1(여의도동, 국회사무처)",10/5,2015,6668.0,36.0,1.0
선유도코오롱디지털타워,"서울특별시 영등포구 양평로 22길21(양평동5가,코오롱디지털타워)",14/5,2015,540.0,2.0,0.0
신풍프라자,"서울특별시 영등포구 가마산로 48길 16(대림동673, 신풍프라자)",4/3,2015,378.0,2.0,1.0
한국기계진흥빌딩,"서울특별시 영등포구 은행로37(여의도동, 기계산업진흥회)",11/6,2015,414.0,2.0,1.5
교보생명,"서울특별시 영등포구 영중로96(당산동2가22, 교보생명빌딩)",7/5,2015,540.0,2.0,0.0
KPOJECT 경방,"서울특별시 영등포구 영중로15(영등포동4가 442, 타임스퀘어)",20/5,2015,5040.0,27.0,0.0
서울국제금융센터 IFC 서울,"서울특별시 영등포구  국제금융로10(여의도동, IFC서울)",55/7,2015,14400.0,78.0,7.0
Y22 PARC 1 프로젝트,"서울특별시 영등포구  여의대로108(여의도동, 파크원)",69/7,2015,330.0,1.0,0.0
문화정원빌딩,금천구 가산로 61,6/3,2015,586.44,3.0,3.0
가산동골드리버관관호텔,금천구 가산동 547-63,12/3,2015,697.0,3.0,3.0
더블레이스,금천구 시흥대로 164,5/2,2015,1006.5,5.0,2.0
KCC엠파이어리버,마포구 양화로 26 (합정동),25/8,2015,16412.8,89.0,69.0
더루벤스밸리,"금천구 가산동 691-3,가산디지털1로 1  (가산동)",15/3,2015,6504.77,35.0,35.0
관악벽산6단지(아),"금천구 시흥동 1013-4,금하로 796  (시흥동, 벽산6단지아파트)",20/4,2015,1488.19,8.0,8.0
금천노인종합복지관,"금천구 시흥동 558-1,시흥대로51길 93-32  (시흥동)",3/1,2015,3974.4,21.0,21.0
시흥변전소,"금천구 시흥동 562-2, 없음",,2015,21638.4,117.0,0.0
시티렉스복합상가,"금천구 독산동 291-5,시흥대로 399  (독산동) ",9/4,2015,7948.8,43.0,43.0
진도2차(아),"금천구 독산동 1133,두산로 36  (독산동, 진도아파트)",21/2,2015,1483.78,8.0,8.0
(주)비와이씨,"금천구 가산동 371-17,가산디지털1로 131  (가산동)",24/4,2015,5520.0,30.0,0.0
(주)케이씨씨웰츠밸리,"금천구 가산동 470-8,가산디지털1로 205  (가산동)",14/3,2015,3510.72,19.0,19.0
대륭테크노타운 12차,"금천구 가산동 327-32,33,35    가산디지털2로 14 (가산동) ",15/3,2015,17471.46,94.0,94.0
하이엔드8차 에이스종합건설,"금천구 가산동 345-4,가산디지털1로 84  (가산동) ",18/3,2015,13954.56,75.0,75.0
하이엔드7차,"금천구 가산동 345-33,가산디지털2로 67  (가산동)",20/3,2015,6182.4,33.0,33.0
가산디지털엠파이어,"금천구 가산동 685, 범안로 1130  (가산동)",15/3,2015,13248.0,72.0,72.0
파트너스타워1,"금천구 가산동 345-13,가산디지털1로 83  (가산동)",15/3,2015,10598.4,57.0,57.0
백상스타타워2차,"금천구 가산동 459-22,가산디지털2로 165  (가산동)",15/2,2015,5696.64,30.0,30.0
한라시그마밸리,"금천구 가산동 345-90,가산디지털2로 53  (가산동) ",20/3,2015,20401.92,110.0,110.0
세계일보(주),"금천구 가산동 550-15,서부샛길 534  (가산동) ",5/6,2015,105984.0,576.0,576.0
에이스하이엔드5차,"금천구 가산동 505-18,가산디지털1로 226  (가산동)",20/3,2015,1457.28,7.0,7.0
에이스하이엔드3차,"금천구 가산동 371-50,가산디지털1로 145  (가산동)",20/3,2015,4709.66,25.0,25.0
벽산디지털밸리6차,"금천구 가산동 481-4, 가산디지털1로 219  (가산동)",15/3,2015,10664.82,57.0,57.0
제이플라츠,"금천구 가산동 459-11,가산디지털1로 186  (가산동)",15/4,2015,49017.6,266.0,266.0
LG전자,"금천구 가산동 327-23,가산디지털1로 51  (가산동)",21/5,2015,67123.2,364.0,364.0
뉴티캐슬,"금천구 가산동 429-1,가산디지털2로 108  (가산동)",14/2,2015,3709.44,20.0,20.0
우림라이온스밸리2차,"금천구 가산동 680,가산디지털1로 2  (가산동)",13/2,2015,7683.84,41.0,41.0
롯데정보통신(주),"금천구 가산동 533-2,가산디지털2로 179  (가산동)",15/3,2015,43806.72,238.0,238.0
더불유몰,"금천구 가산동 60-27,가산디지털로 188  (가산동)",10/4,2015,2512.7,13.0,13.0
벽산디지털밸리2,금천구 가산동 481-10(가산디지털2로 184 ),15/2,2015,3433.82,18.0,18.0
고척공원주차장공사용뒤현장사무) ,서울특별시 구로구  고척로45길 1,,2015,55.0,0.0,0.0
쌍용플래티넘노블,구로구  공원로 40(구로동),(4/32),2015,1.0,0.0,0.0
SK허브수,구일로10길 27(구로동),(2/15),2015,235.0,1.0,1.0
신도림테크노마트,새말로 97(구로동) ,(7/40),2015,10229.0,55.0,55.0
와이즈플레이스,가마산로 268,(4/19),2015,90.0,0.0,0.0
올리브모텔,디지털로32길 97-31(구로동),,2015,6.0,0.0,0.0
동아아파트 상가,"경인로 643 (신도림동, 동아아파트)",,2015,126.0,0.0,0.0
성락교회 크리스천 리더센터,신도림로 51(신도림동),(6/14),2015,82728.0,449.0,449.0
이좋은집오피스텔,경인로20나길 30 (오류동) ,(7/15),2015,9660.0,52.0,52.0
아크로펠리스,경인로20나길 36 (오류동),(4/15),2015,19985.0,108.0,108.0
신도림1차푸르지오,경인로661(신도림동),(5/30),2015,15960.0,86.0,86.0
성락교회,신도림로56-24(신도림동),(6/13),2015,96408.0,523.0,523.0
신도림팰러티움,경인로584(신도림동),(5/26),2015,171.0,0.0,0.0
신안타워,구로중앙로68(구로동),(4/21),2015,2433.0,13.0,13.0
LG신도림자이,"새말로18길64(구로동,LG신도림자이아파트) ",(3/31),2015,115.0,0.0,0.0
순영아파트,"가마산로 280(구로동, 구로2차순영웰라이빌) ",(5/23),2015,411.0,2.0,2.0
중앙유통단지,경인로53길15(구로동),(3/4),2015,2931.0,15.0,15.0
고대구로병원,구로동로 148 (구로동) ,(1/9),2015,18310.0,99.0,99.0
멤버스빌오피스,가마산로283,(5/17),2015,769.0,4.0,4.0
신도림에스케이뷰,"경인로638(신도림동,신도림에스케이뷰) ",(3/29),2015,3023.0,16.0,16.0
한솔로이젠트,가마산로265,(5/15),2015,5866.0,31.0,31.0
구로선경오피스텔,공원로 3 (구로동) ,(5/20),2015,16968.0,92.0,92.0
근상프리즘팰리스,구로구 구일로8길 6 (구로동) ,(2/15),2015,5074.0,27.0,27.0
SK허브수,구일로10길 27(구로동),(2/15),2015,188.0,1.0,1.0
청구아파트,"중앙로6길5-15(고척동,청구아파트) ",(1/22),2015,1910.0,10.0,10.0
CA건설,공항동 730-608,,2015,0.0,0.0,0.0
코레일공항철도,공항동 6 (인천국제공항철도 ),,2015,9990.0,54.0,54.0
성결교회강서교회,강서로 218,5/4,2015,0.0,0.0,0.0
한전영서전력소,외발산동 145,2/2,2015,26355.0,143.0,143.0
광덕개발주식회사,화곡로18길 24(강서뉴타워 ),15/4,2015,629.0,3.0,3.0
(주)이랜드NC강서점(6층 재무팀),강서로56길 17(NC강서점 ),10/7,2015,20680.0,112.0,112.0
(주)대자연네트웍스,양천로 476(아름다운 아울렛 ),8/6,2015,1412.0,7.0,7.0
예원교회,화곡로63길 55,14/6,2015,18000.0,97.0,97.0
실로암안과병원,등촌로 181,8/4,2015,1920.0,10.0,10.0
목5동통합청사,양천구 목동서로 41(목동),(6/2),2015,0.0,0.0,0.0
한국방송회관,양천구 목동동로 233(목동),(21/6),2015,9331.0,50.0,50.0
목동센트럴프르지오,양천구 오목로 354(목동),(31/5),2015,4596.0,24.0,24.0
개인주택,양천구 중앙본로 98(목동),(4/1),2015,672.0,3.0,3.0
해창개발,양천구 신월동 230-1,터널공사수직구,2015,51368.0,279.0,279.0
해창개발,양천구 신월동 234-11,터널공사수직구,2015,76958.0,418.0,418.0
해창개발,양천구  가로공원로 133(신월동) ,터널공사수직구,2015,108004.0,586.0,586.0
대심로공사현장,양천구 목동동로 298 (목동915),터널공사수직구,2015,103545.0,562.0,562.0
갈산공공도서관,양천구 목동남로4길 48-6  (신정동),(5/2),2015,2509.0,13.0,13.0
현대파크빌,양천구 목동동로 391  (목동),(24/5),2015,450.0,2.0,2.0
부영그린타운1,양천구 목동동로 393  (목동),(23/6),2015,518.4,2.0,2.0
목동가든스위트,양천구 목동서로 65  (목동),(23/4),2015,855.36,4.0,4.0
신정변전소,양천구 신정로 226  (신정동)  ,(1/3),2015,4500.0,24.0,24.0
미래사랑,양천구 신정로13길 3  (신정동),(15/3),2015,475.2,2.0,2.0
목동파라곤오피스텔,양천구 목동서로 155  (목동 917-7),(35/6),2015,864.0,4.0,4.0
양천메디칼센타(서남병원),양천구 신정이펜1로 20,(7/4),2015,26004.0,141.0,141.0
국제템플스테이센터,"양천구 목동동로 167, (신정동)",(8/3),2015,0.0,0.0,0.0
현대파라지앙,"양천구 목동서로 57, (목동)",(15/5),2015,8164.8,44.0,44.0
드림타워관리단 스포츠조선사옥,"양천구 목동동로 233-1, (목동)",(20/7),2015,10886.4,59.0,59.0
목동센트럴프라자,"양천구 목동서로 349, (신정동)",(15/8),2015,90720.0,493.0,493.0
세양청마루2차주상복합,"양천구 목동남로4길2,(신정7동 201-1)",(15/4),2015,21600.0,117.0,117.0
세양청마루아파트관리사무소,"양천구 목동남로2길 60-30, (신정동1306)",/,2015,0.0,0.0,0.0
KTICC 목동센타,"양천구 목동동로 233-5, (목동)",(12/4),2015,21960.0,119.0,119.0
이스타빌3,"양천구 목동서로 377, (신정동)",(18/4),2015,26244.0,142.0,142.0
벽산미라지타워,"양천구 목동동로 385, (목동)",(26/6),2015,2332.8,12.0,12.0
대림산업(주)  광화문D타워,청진동 294(지하),25/6,2015,706.0,3.9,3.9
지에스건설㈜,청진동 87(지하),24/7,2015,4946.0,27.33,0.33
지에스건설,청진동 87(지하),24/7,2015,2611.0,14.43,0.43
지에스건설㈜,청진동 87(지하),24/7,2015,6472.0,36.0,
지에스건설,청진동 87(지하),24/7,2015,3804.0,21.02,0.02
(주)한국투자사모    종로플레이스,창경궁로 120(인의동 28-2),14/7,2015,421.0,2.33,2.33
(주)한국투자사모    종로플레이스,창경궁로 120(인의동 28-2),14/7,2015,421.0,2.33,2.33
(주)한국투자사모    종로플레이스,창경궁로 120(인의동 28-2),14/7,2015,82.0,0.45,0.45
(주)한국투자사모    종로플레이스,창경궁로 120(인의동 28-2),14/7,2015,79.0,0.44,0.44
이지스사모부동산투자신탁25호,율곡로 6(중학동 14),17/7,2015,6663.0,37.0,
주얼리시티㈜,종로 183(인의동 48-2),19/5,2015,0.0,0.0,0.0
삼성생명,종로 51(종로 2가 6),24/6,2015,9559.0,53.0,
sk이노베이션,종로 26(서린동 99),35/7,2015,17839.0,99.0,
sk이노베이션,종로 26(서린동 99),35/7,2015,3620.0,20.0,0.0
조인원,율곡로 110(권농동 115-3),5/3,2015,254.0,1.4,1.4
신한비엔피파리바자산운용㈜,삼봉로 48(청진동 188),23/6,2015,0.0,0.0,0.0
라이나생명보험㈜,삼봉로 48(청진동 188),,2015,0.0,0.0,0.0
경찰 공제회,"창경궁로 106(인의동 48-26 ,무궁화빌딩 )",12/5,2015,136.0,1.0,
현대하이엘,마포구 마포대로 173 (공덕동),19/3,2015,2355.2,12.0,12.0
태영데시앙,마포구 독막로 320 (도화동),17/7,2015,1803.2,9.0,9.0
팬택,마포구 상암로 179 (상암동),22/5,2015,2741.6,14.0,0.0
KBS미디어센타,마포구 매봉산로 45 (상암동),21/5,2015,368.0,2.0,2.0
KGIT상암센타,마포구 월드컵북로 402 (상암동) ,32/3,2015,36.8,0.0,0.0
KGIT상암센타,마포구 월드컵북로 402 (상암동) ,24/4,2015,36.8,0.0,0.0
한국산학협동단지,마포구 월드컵북로 402 (상암동),21/5,2015,55.2,0.0,0.0
엘지씨앤에스,마포구 월드컵북로 424 (상암동),12/4,2015,1913.6,10.0,10.0
메트로디오빌,마포구 백범로 199 (신공덕동),30/8,2015,4526.4,24.0,24.0
효성인텔리안,마포구 마포대로 208 (아현동) ,21/6,2015,386.4,2.0,2.0
파크팰리스2 (아파트),마포구 마포대로 143 (공덕동),21/4,2015,1527.2,8.0,0.0
