건축물명,건축물 위치,층수(지상_지하),조사년도,총발생량(톤),일평균발생량(톤/일),미사용_하수도방류(톤/일)
대륭테크노타운12차CEO협의회,"가산동 327-32,33,35 가산디지털2로 14 (가산동) ",14/2,2018,0.0,,0.0
더 루벤스밸리 운영위원회,"가산동 691-3,가산디지털1로 1  (가산동)",15/3,2018,12670.0,70.0,70.0
벽산디지털밸리6차입주대표,가산디지털1로 219,15/3,2018,20996.0,116.0,116.0
서서울자동차산업,양천로53길 30,12/5,2018,15710.0,85.38,85.38
최창규,서부샛길 638(가산동 489-11),13/3,2018,905.0,5.0,5.0
LG전자(주)단말연,가산디지털1로 51,,2018,0.0,,0.0
LG전자(주)단말연,가산디지털1로 51,21/5,2018,2534.0,14.0,14.0
LG전자(주)단말연,가산디지털1로 51,21/5,2018,0.0,,0.0
LG전자(주)단말연,가산디지털1로 51,21/5,2018,0.0,,0.0
우림라이온스밸리경영자협의회,우림라이온스밸리경영자협의회,21/5,2018,0.0,,0.0
KCC웰츠밸리관리단,가산디지털1로 205(가산동 470-8),14/3,2018,6878.0,38.0,38.0
우림라이온스밸리2차,가산디지털1로 2(가산동 680)),13/2,2018,15023.0,83.0,83.0
㈜좋은책신사고,강서로 463,11/6,2018,1146.0,6.23,6.23
이대마곡병원,내발산동 157(마곡동 728-26),10/5,2018,3426.0,18.62,18.62
성결교회강서교회,강서로 218,5/4,2018,2592.0,14.09,14.09
㈜롯대자산개발,하늘길 38,9/5,2018,720.0,3.91,3.91
청구아파트,"중앙로6길 5-15(고척동,청구아파트) ",22/1,2018,18860.0,102.5,102.5
SK허브수,구일로10길 27(구로동),15/2,2018,6642.4,36.1,36.1
근상프리즘팰리스,구일로8길 6 (구로동) ,15/2,2018,90.16,0.49,0.49
구로선경오피스텔,공원로 3 (구로동) ,20/5,2018,21822.4,118.6,118.6
한솔로이젠트,가마산로 265,15/5,2018,14168.0,77.0,77.0
신도림에스케이뷰,"경인로 638(신도림동,신도림에스케이뷰) ",29/3,2018,1067.2,5.8,5.8
무학빌딩,고산자로 202(행당동),4/1,2018,353.28,1.92,1.92
"(주)이엔엠한양대점,엔터식스",왕십리로 222(행당동 17),4/5,2018,815.12,4.43,4.43
대림산업(주),685-700(성수동1가),48/7,2018,11960.0,65.0,65.0
"서울숲S타워,ITCT지식산업센터",72-8(성수동1가) ,16/5,2018,1970.64,10.71,10.71
서울숲엠타워 관리단,뚝섬로1길 31(성수동1가),15/4,2018,2511.6,13.65,13.65
영진종합건설(경기고속사옥),왕십리길 446(성수동1가 656-292),17/3,2018,925.52,5.03,5.03
현대건설(성수역현대테라스타워),314-41(성수동2가),15/4,2018,2760.0,15.0,15.0
주식회사백영(백영성수센터),성수일로 56(성수동2가),13/4,2018,662.4,3.6,3.6
세종타워관리운영센터 (하우스디세종타워),성수일로10길 26(성수동2가),18/6,2018,9836.64,53.46,53.46
"킨앤파트너스(성수동복합문화시설, 우란문화재단)",연무장7길 11(성수동2가),12/6,2018,7444.64,40.46,40.46
성수역skv1타워관리사무소,연무장5가길 25(성수동2가 315-61),17/5,2018,11904.8,64.7,64.7
태영건설,"동일로 151(성수동2가 280-6, 8)",20/4,2018,6191.6,33.65,33.65
트래콘건설(부라다오피스텔),자동차시장1길 73(용답동 233-8),18/4,2018,907.12,4.93,4.93
서희스타힐스 오피스텔,가람길287 (용답동),15/4,2018,7948.8,43.2,43.2
거당건설,자동차시장1길 94-15 (용답동),12/3,2018,5313.92,28.88,28.88
서울시새활용플라자,자동차시장길49 (용답동),5/2,2018,88136.0,479.0,0.0
신창비바패밀리,천호대로 400 (용답동),15/5,2018,31574.4,171.6,171.6
램킨중흥S클래스,아차산로13길 16 (성수2가3동),8/3,2018,4767.44,25.91,25.91
에이스 성수타워 1차,광나루로8길 10 (성수2가3동),12/5,2018,7948.8,43.2,43.2
성수e-BIZ센터,광나루로6길 35 (성수2가3동),10/3,2018,11161.44,60.66,2.66
한불모터스,광나루로 310 (성수2가3동),8/4,2018,26496.0,144.0,144.0
렉스모터스,광나루로 228 (성수2가3동),12/2,2018,69.92,0.38,0.38
서울숲한라시그마밸리,성수이로 51(성수2가1동),15/5,2018,1324.8,7.2,7.2
이마트 성수점,뚝섬로 379 (성수2가1동),20/3,2018,27379.2,148.8,148.8
에이스하이엔드 성수타운,성수이로10길 14 (성수2가1동),14/4,2018,6182.4,33.6,33.6
서울숲L타워,아차산로17 (성수1가2동),15/4,2018,9126.4,49.6,49.6
서울숲A타워,상원1길 26 (성수1가2동),16/5,2018,11860.64,64.46,64.46
갤러리아 포레,왕십로로 85 (성수1가2동),45/7,2018,422611.2,2296.8,403.0
서울숲트리마제아파트(104동),왕십리로16 (성수1가1동),46/0,2018,29808.0,162.0,162.0
서울숲포휴지식산업센터,왕십리로58 (성수1가동),12/5,2018,35979.36,195.54,195.54
에이스하이엔드5차입주자자치회,가산디지털1로 226(가산동 505-18),20/3,2018,3258.0,18.0,18.0
삼성생명보험,서초대로74길 4(서초동 1321-15),34/7,2018,1800.0,9.94,9.94
삼성물산(주),"서초대로74길 14, B동 (서초동 1321-20)",32/7,2018,1427.0,7.88,7.88
삼성물산(주),"서초대로74길 14, B동 (서초동 1321-20)",32/7,2018,1427.0,7.88,7.88
삼성전자,"서초대로74길 11, C동 (서초동 1320-10)",44/8,2018,2126.0,11.75,-6.25
삼성전자,"서초대로74길 11, C동 (서초동 1320-10)",44/8,2018,2126.0,11.75,-6.25
(주)KH바텍,반포대로 18(서초동 1451-51),8/4,2018,1800.0,9.94,9.94
대표이사,서초대로 286(서초동 1573-1),11/4,2018,1980.0,10.94,10.94
국제방송,남부순환로 2351(서초동 1467-80),14/6,2018,1080.0,5.97,5.97
우리은행합숙소,남부순환로315길 46(서초동 1470-1),3/1,2018,1.0,0.01,0.01
LG서초에클라트,반포대로14길 71(서초동 1599-2),22/6,2018,624.0,3.45,3.45
이스트빌딩,반포대로 3(서초동 1464-30),10/5,2018,807.0,4.46,4.46
에이스빌딩 금진호,"서초대로41길 19(서초동 1720-2 ,지하1층관리실 )",5/4,2018,1380.0,7.62,7.62
한국벤처투자주식회사,서초대로45길 16(서초동 1706-5),5/4,2018,792.0,4.38,4.38
서초오퓨런스빌딩,서초대로 254(서초동 1553-5),18/8,2018,3777.0,20.87,20.87
에이엠빌딩(주)효성,효령로55길 65(서초동 1597-7),5/4,2018,2331.0,12.88,12.88
한종욱,"   , (지하)( )",,2018,360.0,1.99,1.99
웅진타워 임재관,"   , (지하)( )",16/8,2018,21600.0,119.34,119.34
김영배,"   , (지하)( )",,2018,360.0,1.99,1.99
현대엔지니어링(주),서초동 1501-1,17/7,2018,0.0,0.0,0.0
(주)케이씨씨,사평대로 344(서초동 1301-4),14/4,2018,0.0,0.0,0.0
파크팰리스2 (아파트),마포대로 143 (공덕동),21/4,2018,1450.0,8.01,0.01
효성인텔리안,마포대로 208 (아현동) ,21/6,2018,390.0,2.15,2.15
메트로디오빌,백범로 199 (신공덕동),30/8,2018,4500.0,24.86,24.86
엘지씨앤에스,월드컵북로 424 (상암동),12/4,2018,1513.0,8.36,8.36
한국산학협동단지,월드컵북로 402 (상암동),21/5,2018,0.0,0.0,0.0
KGIT상암센타,월드컵북로 402 (상암동) ,24/4,2018,0.0,0.0,0.0
KGIT상암센타,월드컵북로 402 (상암동) ,32/3,2018,3.0,0.02,0.02
KBS미디어센타,매봉산로 45 (상암동),21/5,2018,91.0,0.5,0.5
팬택,성암로 179 (상암동),22/5,2018,18402.0,101.67,87.67
태영데시앙,독막로 320 (도화동),17/7,2018,1800.0,9.94,9.94
현대하이엘,마포대로 173 (공덕동),19/3,2018,2256.0,12.46,12.46
대우미래사랑,월드컵북로5나길 18(서교동),12/3,2018,16290.0,90.0,90.0
한국소프트웨어 진흥원,월드컵북로 396 (상암동),12/3,2018,3.0,0.02,0.02
토로스 아르테미스,양화로 153 (동교동),11/4,2018,15552.0,85.92,85.92
전자회관,월드컵북로54길 11(상암동),12/5,2018,0.0,0.0,0.0
스타피카소,양화로 176 (동교동),11/6,2018,8748.0,48.33,48.33
우리기술,월드컵북로56길 9 (상암동),13/5,2018,200.0,1.1,1.1
서강대국제학사건물,백범로 35 (신수동) ,12/4,2018,92.0,0.51,0.51
CJ개발주식회사,상암산로 66 (상암동),19/6,2018,543.0,3.0,3.0
엘지텔레콤,월드컵북로 416 (상암동),14/6,2018,13140.0,72.6,72.6
태성빌딩,방울내로 79 (망원동),8/2,2018,1728.0,9.55,9.55
새한빌딩,굴레방로 11-1 (아현동) ,5/2,2018,1800.0,9.94,9.94
KCC엠파이어리버,양화로 26 (합정동),25/8,2018,16326.0,90.2,70.2
농협하나로마트,신촌로 66 (노고산동),12/5,2018,5339.0,29.5,29.5
우리금융상암센타,월드컵북로60길 17 (상암동),13/5,2018,12213.0,67.48,67.48
팬엔터테이먼트,월드컵북로58길 10 (상암동),13/4,2018,69.0,0.38,0.38
중소기업중앙회,성암로 189 (상암동),20/6,2018,1.0,0.01,0.01
교통안전공단 상암자동차검사소 ,구룡길 15 (상암동),3/2,2018,7.0,0.04,0.04
디엠씨씨 프로젝트 금융투자 주식회사,상암산로 48-6 (상암동),21/6,2018,866.0,4.78,4.78
공덕푸르지오 시티오피스텔,마포대로 156 (공덕동),20/5,2018,11405.0,63.01,63.01
상암두산위브 센티움,월드컵로36길 14 (성산동) ,15/5,2018,15853.0,87.59,87.59
YTN 미디어센터,상암산로 76 (상암동),18/6,2018,11864.0,65.55,65.55
LIG합정빌딩,양화로 19 (합정동),24/8,2018,4716.0,26.06,26.06
상암데이터센터,월드컵북로60길 24(상암동) ,13/8,2018,276.0,1.52,1.52
성산동 오피스텔,성산동 591-5,16/4,2018,993.0,5.49,5.49
당인리 화력발전소 ㈜포스코건설,합정동 55-1,10/2,2018,5686.0,31.41,31.41
원앤온니 관광호텔,서교동 447-1,15/5,2018,14463.0,79.91,79.91
홍익대학교 제2기숙사,와우산로 94 (상수동),24/2,2018,9202.0,50.84,50.84
아주호텔서교,양화로 130(서교동) 지하5층,20/5,2018,6573.0,36.31,36.31
상암푸르지오 오피스텔 신축공사,상암동 1596,16.18/8,2018,3420.0,18.9,18.9
마포세무서 신축공사,독막로 234(신수동) 지하4층,7/4,2018,5835.0,32.24,32.24
상암미르웰 한울림오피스텔,모래내로3길 11(성산동)지하5층,15/5,2018,3812.0,21.06,21.06
동우자인채스토리 상암 신축공사,월드컵로34길 20(성산동)지하5층,15/5,2018,9200.0,50.83,50.83
하이페리온2,"오목로 300, (목동)",41/4층,2018,36084.0,199.36,199.36
현대41타워,"목동동로 293, (목동)",40/7층,2018,6510.0,35.97,35.97
삼성쉐르빌1,"목동동로 189, (신정동)",39/5층,2018,46599.0,257.45,257.45
㈜SBS,"목동서로 161, (목동)",22/4층,2018,29784.0,164.55,64.55
롯데캐슬아이리스,소공로 35(회현동1가),32/7,2018,7790.0,43.04,0.0
두산타워,장충단로 275(을지로6가),33/7,2018,282.0,1.56,1.56
왕십리교회,난계로 160(상왕십리동),10/6,2018,30912.0,168.0,168.0
황학아크로타워,퇴계로 447(황학동),20/6,2018,900.0,4.97,4.97
㈜굿모닝시티,장충단로 247(을지로6가),16/7,2018,3420.0,18.9,18.9
서울파이넨스센터,세종대로 136(태평로1가),30/8,2018,0.0,0.0,0.0
YTN 빌딩,세종대로 17(남대문로5가),20/6,2018,0.0,0.0,0.0
㈜명동밀레오레관리단,퇴계로 115(충무로1가),17/7,2018,29.0,0.16,0.16
명동타워,명동8길 27(명동2가),22/2,2018,1170.0,6.46,6.46
일진사우나,충무로2길 15,6/1,2018,593.0,3.28,3.28
매경미디어센터,퇴계로 190(필동1가),20/5,2018,2502.0,13.82,13.82
도로교통안전관리공단,왕십리로 407(신당동),7/2,2018,1584.0,8.75,8.75
동대문밀레오레,장충단로 263(을지로6가),20/7,2018,166.0,0.92,0.92
동대문패션TV,을지로 264(을지로6가),13/6,2018,900.0,4.97,4.97
우일타운,다산로 274(흥인동),22/5,2018,360.0,1.99,1.99
한양여자대학(지하주차장),왕십리로 222 (사근동),3/1,2018,815.12,4.43,4.43
서울숲더샵주상복합아파트,왕십리로241 (행당동)(7개동),42/5,2018,27927.52,151.78,151.78
어울림 더 리버아파트 (금호어울림아파트),독서당로40길 37 (옥수동)(8개동),20/3,2018,1676.24,9.11,9.11
모노퍼스,청계천로 474 (하왕십리동),25/4,2018,14274.72,77.58,75.58
삼성쉐르빌,무학로6길 50 (도선동)(3개동),27/4,2018,8832.0,48.0,48.0
코스모타워,왕십리로 326 (도선동),14/6,2018,2760.0,15.0,15.0
서울숲푸르지오,금호로15 (금호동4가)(22개동),18/3,2018,4784.0,26.0,26.0
신영지웰아파트,무학봉길 76 (하왕십리동)2개동,11/2,2018,4600.0,25.0,25.0
세아제강,한강대로15길 11(한강로3가 40-153),,2018,134.32,0.73,0.73
효창파크KCC위첸 아파트 효성건설현장,효창동 117-1,10~18/3,2018,77.28,0.42,0.42
엘크루 메트로시티,충무로 13(충무로3가),19/7,2018,1467.0,8.1,8.1
미래에셋센터원빌딩,을지로5길 26(수하동),31/8,2018,1440.0,7.96,7.96
㈜케이알앤씨,청계천로 30(다동),19/6,2018,3600.0,19.89,19.89
남산SK리더스뷰,퇴계로 72(회현동1가),30/7,2018,420.0,2.32,0.0
시그니쳐타워,청계천로 100(수표동),17/6,2018,3456.0,19.09,19.09
신한은행명동금융센터,명동길 43(명동1가),7/4,2018,976.0,5.39,5.39
(재)천주교서울대교구유지재단,명동길 74(명동2가),10/4,2018,3055.0,16.88,16.88
정협회,청파로 319,9/4,2018,677.12,3.68,3.68
명동3지구 오피스빌딩현장,을지로2가 161-1,27/7,2018,6099.0,33.7,33.7
신한 L타워,삼일대로 358,22/7,2018,2788.0,15.4,15.4
나인트리호텔,초동 72-10,11/5,2018,905.0,5.0,5.0
덕수궁롯데캐슬,서소문로9길 28,22/5,2018,6349.0,35.08,0.0
현대월드타워,"목동서로 77, (목동)",24/6층,2018,19440.0,107.4,107.4
부영그린타운3,목6동 908-34,24/7층,2018,8280.0,45.75,45.75
목동트라팰리스,목1동 406,49층/5층,2018,2966.0,16.39,6.39
목동트윈빌,"목동동로 339, (목동)",31/5층,2018,7773.0,42.94,42.94
행복한세상,"목동동로 309, (목동)",17층/5층,2018,1800.0,9.94,9.94
삼성쉐르빌2,"목동동로 177, (신정동)",24층/5층,2018,4299.0,23.75,23.75
남부빌딩관리단,신정4동 1009-6,9/6층,2018,20820.0,115.03,103.03
한라시그마밸리입주자위원회,가산디지털2로 53(가산동 345-90) ,20/3,2018,40001.0,221.0,221.0
파트너스타워1,가산디지털1로 83(가산동 345-13),15/3,2018,20815.0,115.0,115.0
비와이씨하이시티입주사대표회,가산디지털1로 131(가산동 371-17),24/4,2018,10860.0,60.0,60.0
김원,김원,/,2018,0.0,,0.0
가산동지식산업센터,가산디지털1로 181(가산동 371-106),20/4,2018,0.0,,0.0
SK건설(주),가산디지털1로 171(가산동 371-41),20/4,2018,9050.0,50.0,50.0
에스지신성건설(주),서부샛길 528(가산동 550-17),10/2,2018,5068.0,28.0,28.0
(주)대명건설,가산디지털2로 127-49(가산동 547-15),16/3,2018,21539.0,119.0,119.0
삼희빌딩 독산변전소,시흥대로 429(독산1동 152-6),9/7,2018,47241.0,261.0,261.0
주양수기,"두산로 36(독산동 1133,진도아파트201동)",21/2,2018,0.0,,0.0
시티렉스상가관리단,"독산동 291-5,시흥대로 399  (독산동) ",9/4,2018,15566.0,86.0,86.0
삼부르네상스플러스관리단,시흥대로152길 11-43(독산동 953),15/5,2018,22444.0,124.0,124.0
금천구청장(청소과),금천구청장(청소과),12/2,2018,0.0,,0.0
금천구청장,시흥대로 73길 70,12/2,2018,7783.0,43.0,43.0
금천구청장,시흥대로 73길 70,12/2,2018,0.0,,0.0
금천구청장,시흥대로 73길 70,12/2,2018,0.0,,0.0
더플레이스,시흥대로 164,5/2,2018,0.0,,0.0
벽산6단지관리실,"금하로 796  (시흥동 1013-4, 벽산6단지)",5/2,2018,1448.0,8.0,8.0
공동,"독산로50길 89(시흥동 5-13,삼익아파트)",,2018,12127.0,67.0,67.0
공동,"독산로50길 89(시흥동 5-13,삼익아파트)",,2018,10317.0,57.0,57.0
가산동골드리버관관호텔,가산동 547-63,12/3,2018,0.0,,0.0
문화정원빌딩,가산로 61,12/3,2018,0.0,,0.0
세계일보(주),서부샛길 534(가산동 550-15),6/3,2018,208512.0,1152.0,1152.0
가산디지털엠파이어,범안로 1130(가산동 685),15/3,2018,0.0,,0.0
(주)케이씨씨웰츠밸리,가산디지털1로 205(가산동 470-8),15/3,2018,3439.0,19.0,19.0
시티렉스복합상가,시흥대로 399(독산동 291-5) ,14/3,2018,15566.0,86.0,86.0
시흥변전소,"시흥동 562-2, 없음",9/13,2018,0.0,,0.0
금천노인종합복지관,시흥대로51길 93-32(시흥동 558-1),13/1,2018,0.0,,0.0
리마크빌영등포(한전남서울본부),영중로 119(영등포동8가 35-1),18/4,2018,77528.0,428.33,428.33
타임스퀘어(김담),영중로 15(영등포동4가 442),20/5,2018,21565.0,119.14,89.14
서울국제금융센터IFC관리단,국제금융로 10(여의도동 23 ),55/7,2018,22459.0,124.08,91.08
여의도에스트레뉴빌딩관리단,국제금융로2길 37(여의도동 26),36/7,2018,2186.0,12.08,12.08
스카웃연맹,국회대로62길 14(여의도동 18-3),10/4,2018,3612.0,19.96,19.96
국회의원회관,"의사당대로 1(여의도동 1 ,국회의원회관)",10/5,2018,97974.0,541.29,506.29
(사)전국경제인연합회,여의대로 24,50/6,2018,27949.0,154.41,152.41
에스케이증권,여의도동 45-1,15/5,2018,42533.0,234.99,234.99
인도네시아대사관,여의대방로 380(여의도동 55),2/1,2018,4403.0,24.33,22.33
한국교직원공제회,여의나루로 50,27/5,2018,149.0,0.82,0.82
나이스인프라(주),은행로 17(여의도동 14-33),12/5,2018,7765.0,42.9,42.9
교보리얼코(주),영등포로 96(당산동2가 21-26),7/5,2018,17810.0,98.4,96.4
삼원빌딩,양평로 36(당산동6가 227),4/1,2018,20863.0,115.27,114.27
삼성생명,당산동4가 38-2,16/6,2018,36009.0,198.94,198.94
에이스하이테크시티2,"선유로13길25(문래6가,에이스하이테크시티2)",15/4,2018,40528.0,223.91,223.91
영시티,문래동3가 55-18,13/5,2018,31689.0,175.08,175.08
트리플렉스,문래동3가 46,15/4,2018,2322.0,12.83,12.83
선유도코오롱디지털타워,양평로22길 21(양평동5가 106-1),14/5,2018,66206.0,365.78,365.78
아이에스비즈타워,양평로21길 26(양평동5가 1-1),26/2,2018,15922.0,87.97,87.97
롯데제과본사,양평로21길 10(양평동5가 21),19/3,2018,5215.0,28.81,28.81
신길교회,영등포로67가길 9(신길동 63-3),7/6,2018,27000.0,149.17,146.17
메트하임빌딩(주)보라매인베스트먼트,신풍로 93(신길동 2363),12/5,2018,14309.0,79.06,79.06
신풍프라자(주)이오티앤디,가마산로48길 16(대림동 673),4/3,2018,1269.0,7.01,7.01
한국기계진흥빌딩,"은행로37(여의도동13-31, 기계산업진흥회)",11/6,2018,6465.0,35.72,11.72
상도엠코타운 애스톤파크,상도동 533,20/5,2018,362.0,2.0,0.0
㈜노량진수산,노들로 688,6/2,2018,53033.0,293.0,0.0
숭실대학교(정보과학관),사당로 50,6/2,2018,2345.76,12.96,12.96
박성용,상도로47길 4,6/2,2018,543.0,3.0,0.0
상도동 동원베네스트,상도동 528,13/2,2018,2172.0,12.0,12.0
상도 두산 위브,상도동 529,18/2,2018,362.0,2.0,0.0
예사랑교회,장승배기로10가길 124,5/3,2018,3748.51,20.71,3.51
흑석 해가든,서달로 150,20/5,2018,3978.38,21.98,21.98
중앙대학교,흑석로6길 61,15/6,2018,3205.87,17.71,17.71
중앙대학교 병원,흑석로 102,15/3,2018,367.79,2.03,0.93
골드시네마타워,동작대로 89,15/7,2018,13891.75,76.75,27.75
삼성생명,동작대로 35,10/3,2018,72581.0,401.0,401.0
교보생명,동작대로 59,10/7,2018,4894.24,27.04,27.04
이수자이,사당로 300,24/7,2018,15689.08,86.68,0.0
향도드림네스트,"목동동로 437, (목동)",15층/3층,2018,5184.0,28.64,28.64
동문비젼오피스텔,"목동서로 287, (신정동)",15/5층,2018,25920.0,143.2,143.2
목동제이월드빌,"목동서로 291, (신정동)",15/4층,2018,11664.0,64.44,64.44
목동우림필유,"목동서로 295, (신정동)",15층/5층,2018,5310.0,29.34,29.34
승일타워2차,"신월로 164, (신월동)",10/3층,2018,23328.0,128.88,128.88
벽산미라지타워,"목동동로 385, (목동)",26층/6층,2018,2331.0,12.88,12.88
이스타빌3,"목동서로 377, (신정동)",18/4층,2018,26244.0,144.99,144.99
KTICC 목동센타,"목동동로 233-5, (목동)",12/4층,2018,21960.0,121.33,121.33
세양청마루아파트관리사무소,"목동남로2길 60-30, (신정동1306)",15층/4층,2018,115.0,0.64,0.64
세양청마루2차주상복합,"목동남로4길2,(신정7동 201-1)",15/4층,2018,21600.0,119.34,119.34
목동센트럴프라자,목동서로 349 (신정동,15/8층,2018,90720.0,501.22,491.22
드림타워관리단 스포츠조선사옥,"목동동로 233-1, (목동)",20/7층,2018,10884.0,60.13,60.13
현대파라지앙,"목동서로 57, (목동)",15/5층,2018,8163.0,45.1,45.1
국제템플스테이센터,"목동동로 167, (신정동)",8층/3층,2018,6.0,0.03,0.03
양천메디칼센타(서남병원),신정이펜1로 20,8/4층,2018,26004.0,143.67,143.67
목동파라곤오피스텔,목동서로 155  (목동 917-7),35층/6층,2018,864.0,4.77,4.77
미래사랑,신정로13길 3  (신정동),15층/3층,2018,474.0,2.62,2.62
대신증권㈜,삼일대로 343,26/7,2018,3488.64,18.96,18.96
코트야드 메리어트 서울 남대문,남대문로 9,20/5,2018,2776.56,15.09,15.09
덕수궁롯데캐슬,서소문로9길 28,22/5,2018,5661.68,30.77,0.0
나인트리호텔,초동 72-10,11/5,2018,3308.32,17.98,17.98
신한 L타워,삼일대로 358,22/7,2018,2439.84,13.26,13.26
명동3지구 오피스빌딩현장,을지로2가 161-1,27/7,2018,7774.0,42.25,42.25
(재)천주교서울대교구유지재단,명동길 74(명동2가),10/4,2018,4128.96,22.44,22.44
동작 상떼빌,신대방동 719,28/4,2018,39166.59,216.39,106.39
멤버스빌오피스,가마산로 283,17/5,2018,647.68,3.52,3.52
고대구로병원,구로동로 148 (구로동) ,9/1,2018,18657.6,101.4,101.4
중앙유통단지,경인로53길15(구로동),4/3,2018,2931.12,15.93,15.93
순영아파트,"가마산로 280(구로동, 구로2차순영웰라이빌) ",23/5,2018,7407.84,40.26,40.26
순영웰라이빌,가마산로27길 24(구로동),19/4,2018,126.96,0.69,0.69
LG신도림자이,"새말로18길 64(구로동,LG신도림자이아파트) ",31/3,2018,2355.2,12.8,12.8
신안타워,구로중앙로 68(구로동),21/4,2018,2156.48,11.72,11.72
신도림팰러티움,경인로 584(신도림동),26/5,2018,15161.6,82.4,82.4
성락교회,신도림로 56-24(신도림동),13/6,2018,99120.8,538.7,538.7
신도림1차푸르지오,경인로 661(신도림동),30/5,2018,16780.8,91.2,91.2
아크로펠리스,경인로20나길 36 (오류동),15/4,2018,15134.0,82.25,82.25
이좋은집오피스텔,경인로20나길 30 (오류동) ,15/7,2018,5085.76,27.64,27.64
성락교회 크리스천 리더센터,신도림로 51(신도림동),14/6,2018,77408.8,420.7,420.7
㈜메이트플러스,보라매로5길 35,25/7,2018,483.27,2.67,0.0
삼성보라매옴니타워,보라매로5길 23,29/7,2018,4887.0,27.0,13.5
보라매나산스위트(아스타IBS),보라매로5가길 24,37/9,2018,10860.0,60.0,0.0
농심신대방사옥,여의대방로 112,20/3,2018,905.0,5.0,0.0
두산위브주택조합,상도로30길 40,23/,2018,9593.0,53.0,31.7
효성해링턴플레이스아파트,상도로 207,20/2,2018,724.0,4.0,1.5
메가스터디타워관리위원회,노량진로 140,20/7,2018,10.86,0.06,0.06
중앙대학교 310관,흑석로 84,12/6,2018,4525.0,25.0,25.0
동대문종합사회복지관,약령시로5길 22(제기동 220),5층/지하3층,2018,2160.0,11.93,11.93
한화 역사(주) 청량리점,"왕산로 214(전농동 591-53 ,한화 역사(주) 청량리점 )",9층/지하3층,2018,600.0,3.31,3.31
청계한신휴플러스(아),"서울시립대로 14(답십리동 1002 ,청계한신휴플러스(아) )",24층/지하2층,2018,150.0,0.83,0.83
그레이스앤존,장한로23길 11-9(장안동 372-7),,2018,180.0,0.99,0.99
에뜨와르오피스텔,한천로24길 70(장안동 381-1),15층/지하4층,2018,0.0,0.0,0.0
장안삼성쉐르빌,장한로 119(장안동 371-1),30층/지하5층,2018,5046.0,27.88,27.88
현대썬앤빌,장한로 91(장안동 373-3),20/지하4층,2018,18496.0,102.19,102.19
BAUHAUS,답십리로 288(장안동 368-1),17층/지하6층,2018,924.0,5.1,5.1
케이티,홍릉로 58(청량리동 368),3층/지하1층,2018,102.0,0.56,0.56
경희의료원,"경희대로 23(회기동 1 ,경희의료원 )",16층/지하2층,2018,0.0,0.0,0.0
신한은행명동금융센터,명동길 43(명동1가),7/4,2018,1567.68,8.52,8.52
시그니쳐타워,청계천로 100(수표동),17/6,2018,3455.52,18.78,18.78
남산SK리더스뷰,퇴계로 72(회현동1가),30/7,2018,419.52,2.28,0.0
㈜케이알앤씨,청계천로 30(다동),19/6,2018,3599.04,19.56,19.56
미래에셋센터원빌딩,을지로5길 26(수하동),31/8,2018,1438.88,7.82,7.82
엘크루 메트로시티,충무로 13(충무로3가),19/7,2018,1466.48,7.97,7.97
우일타운,다산로 274(흥인동),22/5,2018,360.64,1.96,1.96
에스케이건설(주) 휘경2재개발구역 현장,휘경동 118-10,,2018,7901.0,43.65,43.65
이문KCC웰츠타워관리단,이문로 136(이문동 292-10),15층/지하4층,2018,2280.0,12.6,12.6
한국외국어대학교,이문동 270,10층/지하3층,2018,3000.0,16.57,16.57
이영옥 (금호어울림 아파트),"신이문로 9(이문동 428 ,금호(A)어울림 )",12층/지하2층,2018,744.0,4.11,4.11
민족통일빌(이동엽),홍릉로3길 55(제기동 615-1 민족통일빌),5층/지하1층,2018,0.0,0.0,0.0
서울한방진흥센터,약령중앙로 26(제기동 1082),3/지하3층,2018,57270.0,316.41,316.41
청계와이즈노벨리아,서울시립대로 19(답십리동 463-2),20/지하2층,2018,24537.0,135.56,135.56
서일빌딩,상봉로 7(면목동),7/3,2018,4613.69,25.49,0.0
홈플러스 신내점,신내로 201(신내동),5/3,2018,17376.0,96.0,96.0
현대엠코,망우로 353(상봉동),48/7,2018,32616.2,180.2,15.08
듀오트리스,상봉로 131(상봉동),41/8,2018,10317.0,57.0,-3.34
성북구청,보문로 168,12/4층,2018,45974.0,254.0,0.0
레미안1차,길음로9길 40,20층/3층,2018,990.07,5.47,5.47
라온유아파트,정릉로 307,26층/4층,2018,343.9,1.9,1.9
현대백화점(미아점),동소문로 315,11/5층,2018,6190.2,34.2,34.2
홀리데이인 성북,종암로 123,10층/3층,2018,1370.17,7.57,7.57
도원교통,정릉로10길 17,3층/1층,2018,253.4,1.4,1.4
(주)케이씨씨,사평대로 344(서초동 1301-4),14/4,2018,0.0,0.0,0.0
성북구 재활용 집하장,한천로58길 293,1/2층,2018,91948.0,508.0,0.0
장위동 적환장,한천로 719,,2018,3439.0,19.0,0.0
꿈의숲 코오롱하늘채 (구장위2구역),장위동 290-9,30/3층,2018,22880.21,126.41,126.41
장위1재정비촉진구역 주택재개발 정비사업 아파트 신축공사,장위동 144-24,29층/1층,2018,3542.17,19.57,19.57
장위5재정비촉진구역 주택재개발 정비사업 아파트 신축공사,장위동 173-114,32층/2층,2018,295.03,1.63,1.63
과기원L3연구동건설현장,화랑로14길 5,6/2층,2018,6190.2,34.2,34.2
