"건축물명","건축물 위치","층수(지상_지하)","연면적","조사년도","총발생량(톤)","일평균발생량(톤/일)","일평균이용현황(톤/일)_하천방류","일평균이용현황(톤/일)_도로청소","일평균이용현황(톤/일)_공원용수","일평균이용현황(톤/일)_화장실세척","일평균이용현황(톤/일)_건물용수","미사용_하수도방류(톤/일)","일평균이용현황(톤/일)_기타건물용수"
"청진이산프로젝트(주)","청진동 249","24/8","","2016","0.00","0.00","","","","","","0.00",""
"대림산업(주)광화문D타워","청진동 249(지하)","25/6","","2016","602.00","3.00","","","","","","3.00",""
"대림산업(주)광화문D타워","청진동 249(지하)","25/6","","2016","265.00","1.00","","","","","","1.00",""
"청진이산프로젝트(주)","청진동 249","24/8","","2016","0.00","0.00","","","","","","0.00",""
"해태드림아파트","은평구 은평로 82 (응암동)","15/5","","2016","2190.00","11.00","","","","","","11.00",""
"㈜드림스퀘어씨앤티","은평구 진관2로 29-21(진관동)","9/5","","2016","2841.00","15.00","","","","","","15.00",""
"NC백화점","은평구 불광로 20(불광동)","16/8","","2016","150.00","0.00","","","","","","0.00",""
"스마트파크사우나","은평구 불광천길 536(응암1동)","15/4","","2016","0.00","0.00","","","","","","0.00",""
"연세방병원","노원구 공릉동 680-10","9/3","","2016","1048.80","5.00","","","","","","5.00",""
"진흥기업㈜","노원구 상계동 712-5","15/2","","2016","1048.80","5.00","","","","","","5.00",""
"메트로종합건설㈜","노원구 공릉동 670-7(공릉동)","17/2","","2016","883.20","4.00","","","","","","4.00",""
"육군사관학교 2","노원구 화랑로 574(공릉동)","4/2","","2016","1656.00","9.00","","","","","","9.00",""
"현대엠코","노원구 동일로 990(공릉동)","36/5","","2016","386.40","2.00","","","","","","2.00",""
"㈜한화건설","노원구 동일로 990(중계동)","3/3","","2016","1472.00","8.00","","","","","","8.00",""
"육군사관학교","노원구 화랑로 574(공릉동)","4/2","","2016","1656.00","9.00","","","","","","9.00",""
"삼육대 미래관","노원구 화랑로 815(공릉동)","5/2","","2016","2760.00","15.00","","","","","","15.00",""
"서울여대","노원구 화랑로 126(공릉동)","7/2","","2016","1380.00","7.00","","","","","7.00","0.00",""
"인덕대학교","노원구 초안산로12(월계동)","1/2","","2016","2944.00","16.00","","","8.00","","8.00","0.00",""
"교보리얼코","노원구 노해로 467(상계동)","12/5","","2016","18409.20","100.00","","","","","","100.00",""
"을지병원 제1별관","노원구 공릉로 327(하계동)","4/5","","2016","552.00","3.00","","","","","","3.00",""
"을지병원 행정동","노원구 공릉로 59나길52(하계동)","5/4","","2016","552.00","3.00","","","","","","3.00",""
"우남아파트","노원구 화랑로355(월계동)","14~22/2","","2016","412.16","2.00","","","2.00","","","0.00",""
"메가빌딩","노원구 노해로 459(상계동)","14/4","","2016","1748.00","9.00","","","","","","9.00",""
"신동아아파트","노원구 상계로 37길 19(상계동)","14~15/2","","2016","1104.00","6.00","","","","","","6.00",""
"경원선민자역사 신축공사(창동역)","창4동 135","10층/2층","","2016","3798.00","20.00","","","","","","20.00",""
"창동월가타워","창4동 7 ","15층/1층","","2016","0.00","0.00","","","","","","0.00",""
"성원아파트","창4동 743-15 (마들로16길 56)","17층/2층(2개동)","","2016","1554.00","8.00","","","","","","8.00",""
"도봉한양수자인아파트","도봉2동657(마들로724)","15층/3층","","2016","4320.00","23.00","","","","","","23.00",""
"대동아파트","창5동 811(도봉로642-30)","지상19층(2개동)","","2016","4320.00","23.00","","","","","","23.00",""
"신동아 아파트","방학3동 272(방학로 193)","12층/1층(15개동)","","2016","10932.00","59.00","","","","","","59.00",""
"수유역푸르지오시티","도봉로 290(미아동)","20/3","","2016","2295.00","12.00","","","","","","12.00",""
"강북제일교회","도봉로 214(미아동)","5/3","","2016","12960.00","70.00","","","","","","70.00",""
"㈜씨네플랜","도봉로 399(수유동)","10/3","","2016","12960.00","70.00","","","","","","70.00",""
"한국마사회","도봉로 302(번동)","12/6","","2016","10028.00","54.00","","","","","52.00","2.00",""
"강북노인요양원","삼양로92길 20(수유동)","7/2","","2016","594.00","3.00","","","","","","3.00",""
"에코피아빌딩","도봉로 30(송중동)","12/4","","2016","4860.00","26.00","","","","","","26.00",""
"국립재활원","삼각산로 58(인수동)","5/2","","2016","0.00","0.00","","","","","","0.00",""
"풍양빌딩","도봉로 136(송중동)","10/3","","2016","6239.00","33.00","","","","","33.00","0.00",""
"수유현대아파트","한천로 1131(수유동)","15/3","","2016","5710.00","31.00","","","","","18.00","13.00",""
"아쿠아산소사우나","한천로 1131(수유동)","15/3","","2016","21281.00","115.00","","","","","83.00","32.00",""
"삼성화재 번동사옥","도봉로 314(번동)","14/9","","2016","2333.00","12.00","","","","","","12.00",""
"롯데백화점","도봉로 60(송중동)","10/7","","2016","10355.00","56.00","","","","","56.00","0.00",""
"코스타타워","도봉로 358(번동)","14/5","","2016","1990.00","10.00","","","","","","10.00",""
"효성네오인텔리안빌딩","도봉로 352(번동)","17/6","","2016","0.00","0.00","","","","","","0.00",""
"수유삼호 APT/프라자","도봉로 256(수유동)","21/5","","2016","2813.00","15.00","","","","","","15.00",""
"장위동 적환장","한천로 719","","","2016","3496.00","19.00","","19.00","","","","0.00",""
"성북구 재활용 집하장","한천로58길 293","1/2","","2016","92000.00","500.00","500.00","","","","","0.00",""
"도원교통","정릉로10길 17","3/1","","2016","351.00","1.00","","","","","","1.00",""
"공동","","","","2016","2450.00","13.32","","","","","","13.32",""
"홀리데이인 성북","종암로 123","10/3","","2016","737.00","4.00","","","","","","4.00",""
"현대백화점(미아점)","동소문로 315","11/5","","2016","6524.00","35.00","","","","","35.00","0.00",""
"라온유아파트","정릉로 307","26/4, 10/4","","2016","343.00","1.00","","","","","","1.00",""
"레미안1차","길음로9길 40","20/3","","2016","990.00","5.00","","","","","","5.00",""
"성북구청","보문로 168","12/4","","2016","46000.00","250.00","250.00","","","","","0.00",""
"코업스타클래스","화랑로 76","41/5","","2016","5430.00","29.00","","","29.00","","","0.00",""
"현대엠코","중랑구 망우로 353(상봉동)","48/7(3동)","","2016","17574.00","95.00","","","82.56","","","12.44",""
"홈플러스신내점","중랑구 신내로 201(신내동)","5/3","","2016","17280.00","93.00","","","","","","93.00",""
"상봉듀오트리스(구 상떼르시엘)","중랑구 상봉동 79-7","41/8(2동)","","2016","10260.00","55.00","","","","","","55.00",""
"서일빌딩","중랑구 상봉로 7(면목동)","7/3","","2016","3010.00","16.00","","","","","16.00","0.00",""
"청계푸르지오시티"," 천호대로 257(답십리동 497-23)","","","2016","23.38","0.00","","","","","","0.00",""
"이영옥"," 신이문로 9(이문동 428 ,금호(A)어울림 )","","","2016","740.07","4.00","","","","","","4.00",""
"(주)부성산업관리실 8층"," 왕산로 122(용두동 788)","","","2016","60.99","0.00","","","","","","0.00",""
"(주)대성엠지엠"," 왕산로 128(용두동 787)","","","2016","5221.13","28.00","","","","","","28.00",""
"한화 역사(주) 청량리점"," 왕산로 214(전농동 591-53 ,한화 역사(주) 청량리점 )","9/3","","2016","600.00","3.00","","","","","","3.00",""
"이휴원"," 장한로 91(장안동 373-3)","20/4","","2016","3408.57","18.00","","","","","","18.00",""
"에뜨와르오피스텔"," 한천로24길 70(장안동 381-1)","15/4","","2016","1707.85","9.00","","","","","","9.00",""
"롯데캐슬피렌체상가"," 정릉천동로 58(용두동 790)","14/3","","2016","1256.49","6.00","","","","","","6.00",""
"그레이스앤존"," 장한로23길 11-9(장안동 372-7)","","","2016","567.25","3.00","","","","","","3.00",""
"경희의료원"," 경희대로 23(회기동 1 ,경희의료원 )","16/2","","2016","9053.61","49.00","","","","","","49.00",""
"(주)티이엔김태원"," (제기동 274-1 ,선농단역사공원지열이용검토 )","","","2016","219.58","1.00","","","","","","1.00",""
"동의보감타워","왕산로 128(용두동 787)","18/5","","2016","5941.00","32.00","","","","","","32.00",""
"장안삼성쉐르빌"," 장한로 119(장안동 371-1)","30/5","","2016","5048.46","27.00","","","","","","27.00",""
"홈플러스 동대문점"," 천호대로 133(용두동 33-1)","6/3","","2016","3060.00","16.00","","","","","","16.00",""
"동원육영회(한국외국어대본관)"," (이문동 270)","10/3","","2016","3000.00","16.00","","","","","","16.00",""
"동대문구청"," 천호대로 145(용두동 39-9)","9/2","","2016","2478.00","13.00","","","","","","13.00",""
"이문KCC웰츠타워관리단"," 이문로 136(이문동 292-10)","15/4","","2016","2280.00","12.00","","","","","","12.00",""
"동대문종합사회복지관"," 약령시로5길 22(제기동 220)","5/3","","2016","2160.00","11.00","","","","","","11.00",""
"광석교회"," 왕산로26길 49(용두동 65-24)","5/3","","2016","2160.00","11.00","","","","","","11.00",""
"바우하우스"," 답십리로 288(장안동 368-1)","17/6","","2016","925.56","5.00","","","","","","5.00",""
"금호어울림아파트","신이문로 9(이문동 428 ,금호(A)어울림 )","12/2","","2016","732.00","3.00","","","","","","3.00",""
"청계한신휴플러스(아)"," 서울시립대로 14(답십리동 1002 ,청계한신휴플러스(아) )","24/2","","2016","193.92","1.00","","","","","","1.00",""
"한방천하타워"," 왕산로 122(용두동 788)","18/6","","2016","180.00","0.00","","","","","","0.00",""
"광진아크로텔 관리지원센터","아차산로 355","24/5","","2016","8992.00","48.00","","","","","","48.00",""
"KCC왈츠타워","자양로 116","19/5","","2016","13854.00","75.00","","","","","","75.00",""
"동양파라곤 관리단","광나루로 361","20/4","","2016","0.00","0.00","","","","","","0.00",""
"동양파라곤 관리단","광나루로 361","15/4","","2016","0.00","0.00","","","","","","0.00",""
"우리함께 사는세상","광나루로 369","20/5","","2016","0.00","0.00","","","","","","0.00",""
"더 클래식500","능동로 90","50/5 2개동","","2016","2037.00","11.00","","3.00","8.00","","","0.00",""
"이튼타워","능동로 18","25/3","","2016","3315.00","18.00","","","","","","18.00",""
"스타시티영존","능동로 110","12/5","","2016","23538.00","127.00","","","33.00","","","94.00",""
"구의아크로리버","구의강변로 64","37/5","","2016","15354.00","83.00","","","","","","83.00",""
"광장자이아파트","광나루로 595","23/2","","2016","0.00","0.00","","","","","","0.00",""
"거당건설","용답동 238-2","12/3","","2016","1230.00","6.00","","","","","","6.00",""
"신창비바페밀리","용답동232-1","15/5","","2016","174.00","0.00","","","","","","0.00",""
"어울림 더 리버아파트","옥수동 560","20/3","","2016","150.00","0.00","","","","","","0.00",""
"신영지웰아파트","하왕십리동 1064","11/2","","2016","750.00","4.00","","","","","","4.00",""
"화성영아원","하왕십리978-1","4/1","","2016","181.00","0.00","","","","","","0.00",""
"삼성쉐르빌","도선동69","27/4","","2016","1590.00","8.00","","","","","","8.00",""
"한양여자대학교","행당동17","7/2","","2016","150.00","0.00","","","","","","0.00",""
"서울숲푸르지오","금호4가340","","","2016","1260.00","6.00","","","","","","6.00",""
"렉스모터스","성수2/3 299-24","10/3","","2016","1080.00","5.00","","","","","","5.00",""
"이마트성수점","성수2/3 333-16","20/3","","2016","1380.00","7.00","","","","","","7.00",""
"성수e-BIZ센터","성수2가 280-21","10/3","","2016","3180.00","17.00","","","","","","17.00",""
"에이스 성수타워1차","성수동2가 280-15","12/5","","2016","792.00","4.00","","","","","","4.00",""
"한불모터스","성수2가 281-5","8/4","","2016","2550.00","13.00","","","","","","13.00",""
"중흥종합건설","성수2/3 277-101","8/3","","2016","720.00","3.00","","","","","","3.00",""
"서울숲한라시그마벨리","성수2가325-2","11/2","","2016","240.00","1.00","","","","","","1.00",""
"갤러리아 포레","성수1가 685-696","45/7","","2016","14940.00","81.00","","","81.00","","","0.00",""
"한남연립주택재건축현장","한남동724-8","","","2016","98.00","0.00","","","","","","0.00",""
"현대건설 아모레퍼시픽현장","한강로2가 159-5일대","22/7","","2016","1167.00","6.00","","","","","","6.00",""
"용산호텔 건축현장(대우건설)","청파로20길 83외","36~39/4","","2016","1549.00","8.00","","","","","","8.00",""
"용산역 전면3구역(삼성물산)","한강로2가 335번지 일대","40/9","","2016","47571.00","258.00","","","","","","258.00",""
"용산역 전면2구역(대우건설)","한강로2가 391번지 일대","39/9","","2016","6514.00","35.00","","","","","","35.00",""
"동부센트레빌 아스테리움용산","한강대로30길 25","32~39/7","","2016","0.00","0.00","","","","","","0.00",""
"삼일교회","원효로 89길 18-21","8/4","","2016","312.00","1.00","","","","","","1.00",""
"대우트럼프월드","한강대로 26  (한강로3가, 한강대우트럼프월드3차)  ","30/3","","2016","0.00","0.00","","","","","","0.00",""
"엘지유플러스 용산사옥","한강대로32","21/9","","2016","147647.00","802.00","","","","","","802.00",""
"이촌렉스아파트 재건축 정비사업 공사현장","이촌동 303-3외","38~56/3","","2016","1813.00","9.00","","","","","","9.00",""
"남산트윈시티","동자동37-85일원(동자8구역 도시환경정비사업현장","A동30/7, B동29/7","","2016","10000.00","54.00","","","","","","54.00",""
"용산kcc웰츠타워","백범로90길 84-11","39/6","","2016","84.00","0.00","","","","","","0.00",""
"대아빌딩","한강대로77길15","12/2","","2016","154.00","0.00","","","","","","0.00",""
"동부센트레빌 아스테리움서울","한강대로372 (D동)","30-9","","2016","1120.00","6.00","","","","","","6.00",""
"동부센트레빌 아스테리움서울","한강대로 372 동부센트레빌아스테리움서울 A,B,C동 관리실 (동자동 36-17 )","35-9","","2016","20337.00","110.00","","","","","","110.00",""
"해밀톤호텔","이태원로 179  (이태원동 119-25 ) ","9/4","","2016","1800.00","9.00","","","","","","9.00",""
"우림필유(아)","이촌로29길 21-7  (한강로3가 91  ) 우림필유","12/1","","2016","310.00","1.00","","","","","","1.00",""
"(재)원불교 서울교당","한강대로40가길 24  (한강로2가 55  )","10/4","","2016","9072.00","49.00","","","","","","49.00",""
"용산아이피아대주피오레","청파로20길 9  (한강로2가)","15/6","","2016","","20.00","14.00","","6.00","","","0.00",""
"용산토투밸리","새창로 217 6층 (한강로2가 2-37 ) 토투밸리빌딩관리","15/6","","2016","2424.00","13.00","","","","","","13.00",""
"중앙대학교","서울시 동작구 흑석로6길 61","","","2016","3456.00","18.00","","","","","","18.00",""
"흑석 해가든","서울시 동작구 서달로 150","20/5","","2016","3948.00","21.00","","","","","","21.00",""
"예사랑교회","서울시 동작구 장승배기로10가길 124","5/3","","2016","3294.00","17.00","","","","","","17.00",""
"상도 두산 위브","서울시 동작구 상도동 529","18/2","","2016","360.00","1.00","","","","","","1.00",""
"상도동 동원베네스트","서울시 동작구 상도동 528","13/2","","2016","4470.00","24.00","","","","","","24.00",""
"박성용","서울시 동작구 상도로47길 4","6/2","","2016","540.00","2.00","","","","","","2.00",""
"숭실대학교","서울시 동작구 사당로 50","6/2","","2016","0.00","0.00","","","","","","0.00",""
"㈜노량진수산","서울시 동작구 노들로 688","6/2","","2016","15968.00","86.00","","","","","","86.00",""
"정협회","청파로 319","9/4","","2016","865.00","4.00","","","","","","4.00",""
"(주)마스턴제3호메가프로젝트","서울특별시 동작구  노량진로 140","20/7","","2016","97.00","0.00","","","","","","0.00",""
"상도엠코타운 애스톤파크","서울시 동작구 상도동 533","/5","","2016","0.00","0.00","","","","","","0.00",""
"에이스고시원","서울특별시 동작구  노량진로22길 22","4/1","","2016","0.00","0.00","","","","","","0.00",""
"아이에스 비즈타워동서㈜","서울특별시 영등포구 양평로21길26(양평동5가아이에스비즈타워빌딩)","26/2","","2016","4500.00","24.00","0.00","0.00","2.00","10.00","0.00","12.00",""
"국제신탁㈜","서울특별시 영등포구 영등포동4가318-2(센트럴푸르지오시티)","24/4","","2016","208.00","1.00","0.00","0.00","0.70","0.00","0.00","0.30",""
"삼성레미안아파트1단지상가","서울특별시 영등포구 가마산로79길7(신길동,삼성레미안아파트1단지상가)","3/3","","2016","359.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00",""
"에이스하이테크시티2","서울특별시 영등포구 선유로13길25(문래6가,에이스하이테크시티2)","15/4","","2016","548.00","2.00","0.00","0.00","0.40","0.00","0.00","1.60",""
"보이스카웃연맹","서울특별시 영등포구 국회대로62길14(보이스카우트연맹회관)","9/4","","2016","960.00","5.00","0.00","0.50","1.00","0.00","0.00","3.50",""
"에스트레뉴","서울특별시 영등포구 국제금융로2길37(여의도동26,에스트레뉴빌딩)","36/7","","2016","10590.00","57.00","0.00","1.50","2.00","0.00","0.00","53.50",""
"KT여의도타워","서울특별시 영등포구 여의대로14(여의도동28-2, KT여의도지점)","21/5","","2016","13500.00","73.00","0.00","1.20","3.00","30.00","0.00","38.80",""
"국회의사당","서울특별시 영등포구 의사당대로1(여의도동, 국회사무처)","10/5","","2016","6668.00","36.00","0.00","1.00","4.00","30.00","0.00","1.00",""
"선유도코오롱디지털타워","서울특별시 영등포구 양평로 22길21(양평동5가,코오롱디지털타워)","14/5","","2016","540.00","2.00","0.00","0.00","0.50","1.50","0.00","0.00",""
"신풍프라자","서울특별시 영등포구 가마산로 48길 16(대림동673, 신풍프라자)","4/3","","2016","378.00","2.00","0.00","0.00","1.00","0.00","0.00","1.00",""
"한국기계진흥빌딩","서울특별시 영등포구 은행로37(여의도동, 기계산업진흥회)","11/6","","2016","414.00","2.00","0.00","0.00","0.50","0.00","0.00","1.50",""
"교보생명","서울특별시 영등포구 영중로96(당산동2가22, 교보생명빌딩)","7/5","","2016","540.00","2.00","0.00","0.00","0.50","1.50","0.00","0.00",""
"KPOJECT 경방","서울특별시 영등포구 영중로15(영등포동4가 442, 타임스퀘어)","20/5","","2016","5040.00","27.00","0.00","2.00","3.00","22.00","0.00","0.00",""
"서울국제금융센터 IFC 서울","서울특별시 영등포구  국제금융로10(여의도동, IFC서울)","55/7","","2016","14400.00","78.00","0.00","1.00","40.00","30.00","0.00","7.00",""
"Y22 PARC 1 프로젝트","서울특별시 영등포구  여의대로108(여의도동, 파크원)","69/7","","2016","330.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00",""
"문화정원빌딩","금천구 가산로 61","6/3","","2016","586.44","3.00","","","","","","3.00",""
"가산동골드리버관관호텔","금천구 가산동 547-63","12/3","","2016","697.00","3.00","","","","","","3.00",""
"더블레이스","금천구 시흥대로 164","5/2","","2016","1006.50","5.00","","","","3.00","","2.00",""
"더루벤스밸리","금천구 가산동 691-3,가산디지털1로 1  (가산동)","15/3","","2016","6504.77","35.00","","","","","","35.00",""
"관악벽산6단지(아)","금천구 시흥동 1013-4,금하로 796  (시흥동, 벽산6단지아파트)","20/4","","2016","1488.19","8.00","","","","","","8.00",""
"금천노인종합복지관","금천구 시흥동 558-1,시흥대로51길 93-32  (시흥동)","3/1","","2016","3974.40","21.00","","","","","","21.00",""
"시흥변전소","금천구 시흥동 562-2, 없음","","","2016","21638.40","117.00","","117.00","","","","0.00",""
"시티렉스복합상가","금천구 독산동 291-5,시흥대로 399  (독산동) ","9/4","","2016","7948.80","43.00","","","","","","43.00",""
"진도2차(아)","금천구 독산동 1133,두산로 36  (독산동, 진도아파트)","21/2","","2016","1483.78","8.00","","","","","","8.00",""
"(주)비와이씨","금천구 가산동 371-17,가산디지털1로 131  (가산동)","24/4","","2016","5520.00","30.00","30.00","","","","","0.00",""
"(주)케이씨씨웰츠밸리","금천구 가산동 470-8,가산디지털1로 205  (가산동)","14/3","","2016","3510.72","19.00","","","","","","19.00",""
"대륭테크노타운 12차","금천구 가산동 327-32,33,35  가산디지털2로 14 (가산동) ","15/3","","2016","17471.46","94.00","","","","","","94.00",""
"하이엔드8차 에이스종합건설","금천구 가산동 345-4,가산디지털1로 84  (가산동) ","18/3","","2016","13954.56","75.00","","","","","","75.00",""
"하이엔드7차","금천구 가산동 345-33,가산디지털2로 67  (가산동)","20/3","","2016","6182.40","33.00","","","","","","33.00",""
"가산디지털엠파이어","금천구 가산동 685, 범안로 1130  (가산동)","15/3","","2016","13248.00","72.00","","","","","","72.00",""
"파트너스타워1","금천구 가산동 345-13,가산디지털1로 83  (가산동)","15/3","","2016","10598.40","57.00","","","","","","57.00",""
"(주)메인개발","청진동166(르미에르빌딩)","20/7","","2016","312.00","1.00","","","","","","1.00",""
"케이티"," 홍릉로 58(청량리동 368)","3/1","","2016","103.69","0.00","","","","","","0.00",""
"주얼리시티(주)","종로 183(인의동 48-2)","19/5","","2016","53.00","0.00","","","","","","0.00",""
"주얼리시티(주)","종로 183(인의동 48-2)","19/5","","2016","26.00","0.00","","","","","","0.00",""
"골든팰리스","통일로16길 4-1(무악동 66-3, 골든팰리스)","8/4","","2016","0.00","0.00","","","","","","0.00",""
"골든팰리스","통일로16길 4-1(무악동 66-3, 골든팰리스)","8/4","","2016","0.00","0.00","","","","","","0.00",""
"골든팰리스","통일로16길 4-1(무악동 66-3, 골든팰리스)","8/4","","2016","0.00","0.00","","","","","","0.00",""
"골든팰리스","통일로16길 4-1(무악동 66-3, 골든팰리스)","8/4","","2016","0.00","0.00","","","","","","0.00",""
"이재형","자하문로 246(부암동 155-14)","","","2016","388.00","2.00","","","","","","2.00",""
"이재형","자하문로 246(부암동 155-14)","","","2016","239.00","1.00","","","","","","1.00",""
"(주)청하고려인삼","자하문로 280(부암동 182-1)","6/2","","2016","0.00","0.00","","","","","","0.00",""
"(주)청하고려인삼","자하문로 280(부암동 182-1)","6/2","","2016","3188.00","17.00","","","","","","17.00",""
"(주)청하고려인삼","자하문로 280(부암동 182-1)","6/2","","2016","574.00","3.00","","","","","","3.00",""
"오경자","삼청로 48-4(소격동 77)","2/2","","2016","0.00","0.00","","","","","","0.00",""
"금융감독원","효자로 11(통의동 35-53)","4/2","","2016","263.00","1.00","","","","","1.00","0.00",""
"오피시아관리사무소","새문안로 92(신문로1가 163)","24/8","","2016","13.00","0.00","","","","","","0.00",""
"오피시아관리사무소","새문안로 92(신문로1가 163)","24/8","","2016","12.00","0.00","","","","","","0.00",""
"정부중앙청사별관","사직로 8길 60(도렴동 95-1)","16/6","","2016","0.00","0.00","","","","","","0.00",""
"정부중앙청사별관","사직로 8길 60(도렴동 95-1)","16/6","","2016","0.00","0.00","","","","","","0.00",""
"정부중앙청사별관","사직로 8길 60(도렴동 95-1)","16/6","","2016","444.00","2.00","","","","","2.00","0.00",""
"정부중앙청사별관","사직로 8길 60(도렴동 95-1)","16/6","","2016","0.00","0.00","","","","","","0.00",""
"흥국생명보험(주)","새문안로 68(신문로 1가 226)","9/3","","2016","0.00","0.00","","","","","","0.00",""
"흥국생명보험(주)","새문안로 68(신문로 1가 226)","9/3","","2016","0.00","0.00","","","","","","0.00",""
"흥국생명보험(주)","새문안로 68(신문로 1가 226)","9/3","","2016","1.00","0.00","","","","","","0.00",""
"유병임","필운대로 9-2(필운동 108-1)","","","2016","0.00","0.00","","","","","","0.00",""
"서부도로관리사업소","세종대로23길 12(도렴동 83)","","","2016","220.00","1.00","","","","","","1.00",""
"보스코산업","경희궁길 27(신문로2가 107)","","","2016","0.00","0.00","","","","","","0.00",""
"(주)서브원","필운대로 80","5/3","","2016","12070.00","65.00","","","","","65.00","0.00",""
"(주)서브원","필운대로 80","5/3","","2016","2556.00","13.00","","","","","13.00","0.00",""
"스페이스오피스텔","마포구 서강로 131 (노고산동)","15/2","","2016","5133.60","28.36","","","","","","28.36",""
"세방오피스텔","마포구 독막로 100 (상수동)","15/4","","2016","1490.40","8.00","","","","","","8.00",""
"김원","","","","2016","223.00","1.21","","","","","","1.21",""
"명지빌드웰오피스텔","마포구 양화로 58 (서교동)","15/4","","2016","1453.60","8.03","","","","","","8.03",""
"운현궁 SK허브 운영위원회","삼일대로 461(경운동 89-4)","14/8","","2016","38.00","0.00","","","","","","0.00",""
"운현궁 SK허브 운영위원회","삼일대로 461(경운동 89-4)","14/8","","2016","0.00","0.00","","","","","","0.00",""
"The-K Twin Towers","종로1길50(중학동 19)","19/6","","2016","8762.00","47.00","","","","","47.00","0.00",""
"The-K Twin Towers","종로1길50(중학동 19)","19/6","","2016","2652.00","14.00","","","","","14.00","0.00",""
"(주)메인개발","청진동166(르미에르빌딩)","20/7","","2016","624.00","3.00","","","","","","3.00",""
"석근"," (장안동 433)","","","2016","0.00","0.00","","","","","","0.00",""
"차준영","","","","2016","103680.00","563.48","","","","","","563.48",""
"IT COMPLEX","마포구 상암동 1648","","","2016","","","","","","","","0.00",""
"상암이안아파텔1","마포구 월드컵로 190 (성산동)","15/3","","2016","7948.80","43.00","","","","","","43.00",""
"상암이안아파텔2","마포구 월드컵로 204 (성산동)","15/3","","2016","7948.80","43.00","","","","","","43.00",""
"교보생명빌딩","마포구 신촌로 134 (노고산동)","7/4","","2016","3790.40","20.00","","","","","","20.00",""
"홍익대학교","마포구 와우산로 94 (상수동)","16/6","","2016","6237.60","33.00","","","","","","33.00",""
"마포트라팰리스","마포구 마포대로 53 (도화동)","31/5","","2016","8592.80","46.00","","","","","","46.00",""
"파크팰리스2 (아파트)","마포구 마포대로 143 (공덕동)","21/4","","2016","1527.20","8.00","","8.00","","","","0.00",""
"효성인텔리안","마포구 마포대로 208 (아현동) ","21/6","","2016","386.40","2.00","","","","","","2.00",""
"메트로디오빌","마포구 백범로 199 (신공덕동)","30/8","","2016","4526.40","24.00","","","","","","24.00",""
"엘지씨앤에스","마포구 월드컵북로 424 (상암동)","12/4","","2016","1913.60","10.00","","","","","","10.00",""
"한국산학협동단지","마포구 월드컵북로 402 (상암동)","21/5","","2016","55.20","0.00","","","","","","0.00",""
"KGIT상암센타","마포구 월드컵북로 402 (상암동) ","24/4","","2016","36.80","0.00","","","","","","0.00",""
"강변 SK VIEW","구의동 244-5","29/3 2개동","","2016","7561.00","41.09","","","13.00","","","28.09",""
"한방천하타워"," 왕산로 122(용두동 788)","18/6","","2016","180.00","0.98","","","","","","0.98",""
"청계한신휴플러스(아)"," 서울시립대로 14(답십리동 1002 ,청계한신휴플러스(아) )","24/2","","2016","158.00","0.86","","","","","","0.86",""
"금호어울림아파트","신이문로 9(이문동 428 ,금호(A)어울림 )","12/2","","2016","736.00","4.00","","","","","","4.00",""
"바우하우스"," 답십리로 288(장안동 368-1)","17/6","","2016","926.00","5.03","","","","","","5.03",""
"광석교회"," 왕산로26길 49(용두동 65-24)","5/3","","2016","2160.00","11.74","","","","","","11.74",""
"동대문종합사회복지관"," 약령시로5길 22(제기동 220)","5/3","","2016","2160.00","11.74","","","","","","11.74",""
"이문KCC웰츠타워관리단"," 이문로 136(이문동 292-10)","15/4","","2016","2280.00","12.39","","","","","","12.39",""
"동대문구청"," 천호대로 145(용두동 39-9)","9/2","","2016","4010.00","21.80","","","","","","21.80",""
"동원육영회(한국외국어대본관)"," (이문동 270)","10/3","","2016","3000.00","16.30","","","","","","16.30",""
"홈플러스 동대문점"," 천호대로 133(용두동 33-1)","6/3","","2016","3060.00","16.63","","","","","","16.63",""
"장안삼성쉐르빌"," 장한로 119(장안동 371-1)","30/5","","2016","5048.00","27.43","","","","","","27.43",""
"동의보감타워","왕산로 128(용두동 787)","18/5","","2016","6038.00","32.82","","","","","","32.82",""
"경희의료원"," 경희대로 23(회기동 1 ,경희의료원 )","16/2","","2016","4951.00","26.91","","","","","","26.91",""
"그레이스앤존"," 장한로23길 11-9(장안동 372-7)","","","2016","180.00","0.98","","","","","","0.98",""
"롯데캐슬피렌체상가"," 정릉천동로 58(용두동 790)","14/3","","2016","1235.00","6.71","","","","","","6.71",""
"라온유아파트","정릉로 307","26/4, 10/4","","2016","345.00","0.00","","","","","","2.00",""
"현대백화점(미아점)","동소문로 315","11/5","","2016","6421.00","34.00","","","","","34.00","1.00",""
"홀리데이인 성북","종암로 123","10/3","","2016","707.00","0.00","","","","","","4.00",""
"도원교통","정릉로10길 17","3/1","","2016","300.00","0.00","","","","","","2.00",""
"성북구 재활용 집하장","한천로58길 293","1/2","","2016","92000.00","500.00","500.00","","","","","8.00",""
"장위동 적환장","한천로 719","","","2016","3496.00","19.00","","19.00","","","","0.00",""
"LS네트웍스","한강대로 92  (한강로2가 191  ) ","28/4","","2016","65.00","0.35","","","","8.00","","0.00",""
"국립중앙박물관","서빙고로 137  (용산동6가)","6/2","","2016","542.00","2.95","","","","","","3.00",""
